0	6.83811	22.3611
1	7.0567	22.3636
2	6.92064	22.3656
3	6.60729	22.3677
4	7.00299	22.3697
5	6.69028	22.3715
6	6.55527	22.3732
7	6.77495	22.3746
8	6.8177	22.3759
9	6.86091	22.3771
10	7.08174	22.378
11	6.9484	22.3787
12	6.99258	22.3793
13	6.85998	22.3798
14	7.08211	22.3804
15	7.12712	22.3811
16	7.17214	22.382
17	7.03999	22.3832
18	7.26242	22.3845
19	6.95331	22.386
20	7.17586	22.3875
21	6.86676	22.389
22	7.26662	22.3905
23	7.13529	22.392
24	6.82757	22.3934
25	6.69789	22.3947
26	6.5688	22.3961
27	6.97181	22.3975
28	6.84365	22.399
29	6.71613	22.4004
30	7.12102	22.4018
31	6.8176	22.4032
32	7.04613	22.4045
33	6.92001	22.4056
34	6.79362	22.4063
35	7.02158	22.4068
36	7.07191	22.4071
37	6.767	22.4073
38	6.63866	22.4071
39	6.5102	22.4065
40	6.73631	22.4056
41	6.431	22.4046
42	7.01203	22.4039
43	6.88436	22.4036
44	6.93392	22.4038
45	6.80638	22.4041
46	7.03371	22.4044
47	6.90727	22.4047
48	6.95875	22.4051
49	7.18776	22.4055
50	7.23923	22.4062
51	7.4672	22.4071
52	7.16275	22.4082
53	6.8578	22.4094
54	6.9073	22.4107
55	6.78002	22.4122
56	7.00766	22.4137
57	6.70392	22.415
58	7.28631	22.4159
59	6.9823	22.4163
60	7.2093	22.4163
61	6.90386	22.4158
62	7.1295	22.4147
63	6.46899	22.4131
64	6.69492	22.411
65	6.92144	22.4087
66	6.97141	22.4066
67	6.84471	22.405
68	6.89544	22.404
69	6.41455	22.4037
70	6.64235	22.404
71	6.51532	22.4046
72	6.9192	22.4055
73	6.96769	22.4065
74	7.01513	22.4073
75	6.53024	22.4077
76	6.75409	22.4078
77	6.62398	22.4079
78	6.67199	22.4081
79	6.89818	22.4087
80	6.59339	22.4096
81	6.28865	22.4109
82	6.69247	22.4124
83	6.91848	22.4139
84	7.1437	22.4154
85	7.01366	22.4165
86	7.59182	22.4169
87	7.46112	22.4165
88	7.15386	22.4156
89	6.67021	22.4145
90	7.073	22.4135
91	6.94365	22.4127
92	7.34508	22.4122
93	7.03671	22.412
94	7.08192	22.4119
95	6.94915	22.4119
96	6.99318	22.4119
97	7.03726	22.4117
98	7.43621	22.4111
99	7.30406	22.4103
100	7.17228	22.4092
101	7.04075	22.4081
102	7.26399	22.4071
103	6.95613	22.4065
104	7.18057	22.4063
105	7.05101	22.4065
106	7.09874	22.407
107	6.61464	22.4079
108	6.83917	22.4091
109	6.70904	22.4104
110	6.93328	22.4117
111	6.80328	22.413
112	7.20531	22.4141
113	7.07632	22.4151
114	6.94796	22.416
115	7.35142	22.4168
116	7.04541	22.4175
117	6.73827	22.4178
118	6.60712	22.4174
119	6.65217	22.4163
120	6.69652	22.4146
121	6.74059	22.4126
122	6.96195	22.4107
123	6.82905	22.4091
124	7.22774	22.4079
125	7.09454	22.4071
126	7.13828	22.4068
127	6.82739	22.4069
128	6.69361	22.4074
129	7.09125	22.4084
130	6.95689	22.4097
131	6.64506	22.411
132	6.86494	22.4123
133	6.90783	22.4134
134	7.3053	22.4144
135	7.17102	22.4151
136	7.39106	22.4154
137	6.90263	22.4155
138	7.12412	22.4155
139	6.46063	22.4158
140	6.86113	22.4165
141	6.73035	22.4177
142	7.13118	22.4192
143	7.17687	22.4206
144	6.86668	22.4217
145	6.90936	22.422
146	6.77398	22.4217
147	6.81587	22.4209
148	6.50374	22.4202
149	6.36906	22.4199
150	6.58869	22.4203
151	6.45337	22.4213
152	6.84888	22.4227
153	6.71185	22.4244
154	6.75124	22.4262
155	6.61259	22.4282
156	6.47303	22.4303
157	6.86415	22.4327
158	6.9001	22.4352
159	6.22685	22.4378
160	6.43991	22.4404
161	6.65385	22.4429
162	6.69202	22.4457
163	6.37704	22.4486
164	6.59422	22.4521
